"doc_id","unique_phrase_id","sentences","date"
202003251,"202003251_95","Il n'est pas nécessaire d'ajouter des mesures spéciales - La responsabilité, les gens disent que ce n'est pas suffisant. Sur la base de ce que nous entendons, les recommandations sont-elles suffisantes ? Je dirais que nous sommes satisfaits de ce que nous voyons. À bien des égards, nous faisons en sorte que les gens évitent les contacts. Nous ne pouvons pas encore sortir en catastrophe, jusqu'à présent, nous pensons pouvoir continuer ainsi. Les gens sont très réceptifs. Nous verrons si nous pouvons aller plus loin avec davantage de renforts, nous verrons si d'autres pays obtiendront de l'aide grâce à ces mesures. Encore une fois, j'étais ici hier, mais je dois poser une question : la situation est différente en Allemagne. En Allemagne, on discute d'une étude de l'université de Hong Kong, selon laquelle 44 % des personnes infectées le sont avant de présenter des symptômes. Cette étude porte sur une centaine de personnes. Cette étude fait le tour de l'Allemagne, ce qui signifie que les personnes ne présentant pas de symptômes peuvent être infectieuses. Vous voyez les choses différemment. Je suppose que c'est à cette étude que je pense, et qu'il ne s'agit pas de personnes sans symptômes, mais de cas sans papiers, c'est-à-dire de personnes qui ne se sont pas présentées aux services de santé. Nous plaçons la barre plus bas. Nous demandons aux personnes présentant des symptômes légers de rester chez elles, alors qu'elles n'auraient pas été prises en charge par le système de santé. Il est évident que si l'on inclut ces personnes, on obtient un groupe assez important qui peut être infectieux. Il est certain que des personnes ne présentant aucun symptôme peuvent être infectées, mais c'est très rare par rapport à la quantité d'infection transmise par les personnes présentant des symptômes.","2020-03-25"
202003251,"202003251_97","Je dirais que nous sommes satisfaits de ce que nous voyons. À bien des égards, nous faisons en sorte que les gens évitent les contacts. Nous ne pouvons pas encore sortir en catastrophe, jusqu'à présent, nous pensons pouvoir continuer ainsi. Les gens sont très réceptifs. Nous verrons si nous pouvons aller plus loin avec davantage de renforts, nous verrons si d'autres pays obtiendront de l'aide grâce à ces mesures. Encore une fois, j'étais ici hier, mais je dois poser une question : la situation est différente en Allemagne. En Allemagne, on discute d'une étude de l'université de Hong Kong, selon laquelle 44 % des personnes infectées le sont avant de présenter des symptômes. Cette étude porte sur une centaine de personnes. Cette étude fait le tour de l'Allemagne, ce qui signifie que les personnes ne présentant pas de symptômes peuvent être infectieuses. Vous voyez les choses différemment. Je suppose que c'est à cette étude que je pense, et qu'il ne s'agit pas de personnes sans symptômes, mais de cas sans papiers, c'est-à-dire de personnes qui ne se sont pas présentées aux services de santé. Nous plaçons la barre plus bas. Nous demandons aux personnes présentant des symptômes légers de rester chez elles, alors qu'elles n'auraient pas été prises en charge par le système de santé. Il est évident que si l'on inclut ces personnes, on obtient un groupe assez important qui peut être infectieux. Il est certain que des personnes ne présentant aucun symptôme peuvent être infectées, mais c'est très rare par rapport à la quantité d'infection transmise par les personnes présentant des symptômes. ""Nous ne cherchons pas à éliminer complètement l'infection, la maladie est là pour rester, mais nous voulons la réduire autant que possible. Nous devons aplanir la courbe et faire fonctionner le système de santé.","2020-03-25"
202003251,"202003251_99","Nous ne pouvons pas encore sortir en catastrophe, jusqu'à présent, nous pensons pouvoir continuer ainsi. Les gens sont très réceptifs. Nous verrons si nous pouvons aller plus loin avec davantage de renforts, nous verrons si d'autres pays obtiendront de l'aide grâce à ces mesures. Encore une fois, j'étais ici hier, mais je dois poser une question : la situation est différente en Allemagne. En Allemagne, on discute d'une étude de l'université de Hong Kong, selon laquelle 44 % des personnes infectées le sont avant de présenter des symptômes. Cette étude porte sur une centaine de personnes. Cette étude fait le tour de l'Allemagne, ce qui signifie que les personnes ne présentant pas de symptômes peuvent être infectieuses. Vous voyez les choses différemment. Je suppose que c'est à cette étude que je pense, et qu'il ne s'agit pas de personnes sans symptômes, mais de cas sans papiers, c'est-à-dire de personnes qui ne se sont pas présentées aux services de santé. Nous plaçons la barre plus bas. Nous demandons aux personnes présentant des symptômes légers de rester chez elles, alors qu'elles n'auraient pas été prises en charge par le système de santé. Il est évident que si l'on inclut ces personnes, on obtient un groupe assez important qui peut être infectieux. Il est certain que des personnes ne présentant aucun symptôme peuvent être infectées, mais c'est très rare par rapport à la quantité d'infection transmise par les personnes présentant des symptômes. ""Nous ne cherchons pas à éliminer complètement l'infection, la maladie est là pour rester, mais nous voulons la réduire autant que possible. Nous devons aplanir la courbe et faire fonctionner le système de santé. Nous estimons que cela peut se faire en éliminant les personnes qui présentent des symptômes. Vous pouvez infecter quoi que vous fassiez - nous n'avons pas la possibilité d'éliminer l'infection de la société.","2020-03-25"
202003251,"202003251_101","Nous verrons si nous pouvons aller plus loin avec davantage de renforts, nous verrons si d'autres pays obtiendront de l'aide grâce à ces mesures. Encore une fois, j'étais ici hier, mais je dois poser une question : la situation est différente en Allemagne. En Allemagne, on discute d'une étude de l'université de Hong Kong, selon laquelle 44 % des personnes infectées le sont avant de présenter des symptômes. Cette étude porte sur une centaine de personnes. Cette étude fait le tour de l'Allemagne, ce qui signifie que les personnes ne présentant pas de symptômes peuvent être infectieuses. Vous voyez les choses différemment. Je suppose que c'est à cette étude que je pense, et qu'il ne s'agit pas de personnes sans symptômes, mais de cas sans papiers, c'est-à-dire de personnes qui ne se sont pas présentées aux services de santé. Nous plaçons la barre plus bas. Nous demandons aux personnes présentant des symptômes légers de rester chez elles, alors qu'elles n'auraient pas été prises en charge par le système de santé. Il est évident que si l'on inclut ces personnes, on obtient un groupe assez important qui peut être infectieux. Il est certain que des personnes ne présentant aucun symptôme peuvent être infectées, mais c'est très rare par rapport à la quantité d'infection transmise par les personnes présentant des symptômes. ""Nous ne cherchons pas à éliminer complètement l'infection, la maladie est là pour rester, mais nous voulons la réduire autant que possible. Nous devons aplanir la courbe et faire fonctionner le système de santé. Nous estimons que cela peut se faire en éliminant les personnes qui présentent des symptômes. Vous pouvez infecter quoi que vous fassiez - nous n'avons pas la possibilité d'éliminer l'infection de la société. Nous devons réglementer et donner les bons conseils afin de réduire la propagation de l'infection. C'est l'idée et la stratégie qui sous-tendent notre action.","2020-03-25"
202003251,"202003251_103","En Allemagne, on discute d'une étude de l'université de Hong Kong, selon laquelle 44 % des personnes infectées le sont avant de présenter des symptômes. Cette étude porte sur une centaine de personnes. Cette étude fait le tour de l'Allemagne, ce qui signifie que les personnes ne présentant pas de symptômes peuvent être infectieuses. Vous voyez les choses différemment. Je suppose que c'est à cette étude que je pense, et qu'il ne s'agit pas de personnes sans symptômes, mais de cas sans papiers, c'est-à-dire de personnes qui ne se sont pas présentées aux services de santé. Nous plaçons la barre plus bas. Nous demandons aux personnes présentant des symptômes légers de rester chez elles, alors qu'elles n'auraient pas été prises en charge par le système de santé. Il est évident que si l'on inclut ces personnes, on obtient un groupe assez important qui peut être infectieux. Il est certain que des personnes ne présentant aucun symptôme peuvent être infectées, mais c'est très rare par rapport à la quantité d'infection transmise par les personnes présentant des symptômes. ""Nous ne cherchons pas à éliminer complètement l'infection, la maladie est là pour rester, mais nous voulons la réduire autant que possible. Nous devons aplanir la courbe et faire fonctionner le système de santé. Nous estimons que cela peut se faire en éliminant les personnes qui présentent des symptômes. Vous pouvez infecter quoi que vous fassiez - nous n'avons pas la possibilité d'éliminer l'infection de la société. Nous devons réglementer et donner les bons conseils afin de réduire la propagation de l'infection. C'est l'idée et la stratégie qui sous-tendent notre action. Je crois qu'il s'agit d'une autre étude, qui a examiné des couples dont les deux membres sont atteints de la maladie, et dont l'un d'entre eux l'a contractée en premier, puis ils ont testé le temps nécessaire. - Je l'ai vu aussi.","2020-03-25"
202003251,"202003251_106","Vous voyez les choses différemment. Je suppose que c'est à cette étude que je pense, et qu'il ne s'agit pas de personnes sans symptômes, mais de cas sans papiers, c'est-à-dire de personnes qui ne se sont pas présentées aux services de santé. Nous plaçons la barre plus bas. Nous demandons aux personnes présentant des symptômes légers de rester chez elles, alors qu'elles n'auraient pas été prises en charge par le système de santé. Il est évident que si l'on inclut ces personnes, on obtient un groupe assez important qui peut être infectieux. Il est certain que des personnes ne présentant aucun symptôme peuvent être infectées, mais c'est très rare par rapport à la quantité d'infection transmise par les personnes présentant des symptômes. ""Nous ne cherchons pas à éliminer complètement l'infection, la maladie est là pour rester, mais nous voulons la réduire autant que possible. Nous devons aplanir la courbe et faire fonctionner le système de santé. Nous estimons que cela peut se faire en éliminant les personnes qui présentent des symptômes. Vous pouvez infecter quoi que vous fassiez - nous n'avons pas la possibilité d'éliminer l'infection de la société. Nous devons réglementer et donner les bons conseils afin de réduire la propagation de l'infection. C'est l'idée et la stratégie qui sous-tendent notre action. Je crois qu'il s'agit d'une autre étude, qui a examiné des couples dont les deux membres sont atteints de la maladie, et dont l'un d'entre eux l'a contractée en premier, puis ils ont testé le temps nécessaire. - Je l'ai vu aussi. Notre statisticien l'a examinée et elle est basée sur le fait qu'il n'y a pas de chiffre noir, et il y a beaucoup de choses dans cette étude sur lesquelles vous pouvez réfléchir, à savoir si elle reflète la réalité"" - Il est peut-être temps de vous remercier pour cette présentation et d'inviter le groupe suivant. Après la présentation suivante, nous aurons l'occasion de faire des interviews. Nous avons joint Fredrik Lennartsson, chef de département à l'Association suédoise des autorités locales et des régions, Martin Ärnlöv de la Croix-Rouge et Georgios Kontorinis de l'Association suédoise de protection civile.","2020-03-25"
202003301,"202003301_170","Ce qui entre sort aussi"" -News Aujourd'hui, le président de l'union municipale a alerté sur le manque d'équipement de protection et demande des informations lorsqu'il s'agit, par exemple, du personnel des soins à domicile, sur l'équipement de protection qu'ils doivent utiliser dans les maisons ou en dehors avec les utilisateurs. -Ce type d'information est en cours d'élaboration au niveau régional et municipal sous les auspices du Conseil suédois de la sécurité. Quand sera-t-il disponible ? Vous devrez demander au Conseil suédois de la sécurité, mais pour autant que je sache, il est pratiquement prêt. Je suis un représentant de la sécurité dans le domaine des soins aux personnes âgées, et je suis actif dans les municipalités. Comment puis-je assurer la sécurité de mes collègues ? Un exemple : dans mon bureau, il y a une personne infectée. On s'est interrogé sur l'équipement à utiliser. Mais si vous vous adressez au 1177, on vous dit qu'il faut attendre d'avoir des symptômes. Ne devriez-vous pas agir différemment pour prévenir le risque d'infection ou la propagation de l'infection dans la maison de repos ? Comment pensez-vous qu'il en soit ainsi ? Lorsqu'il y a une personne infectée, le personnel doit-il être testé ? Ne devriez-vous pas agir plus rapidement ? Pourquoi attendre que la personne présente des symptômes ? Deux réponses : premièrement, il incombe toujours au lieu de travail et à l'employeur d'élaborer un plan qui fonctionne au niveau local et qui soit ancré, afin que les employés se sentent en sécurité. Deuxièmement, vous ne devriez pas ou ne pouvez pas tester des personnes qui ne présentent pas de symptômes, les tests ne sont pas conçus pour cela. Merci d'être venus, vous pouvez vous détendre maintenant lorsque vous vous présentez et posez des questions","2020-03-30"
202003301,"202003301_175","Comment puis-je assurer la sécurité de mes collègues ? Un exemple : dans mon bureau, il y a une personne infectée. On s'est interrogé sur l'équipement à utiliser. Mais si vous vous adressez au 1177, on vous dit qu'il faut attendre d'avoir des symptômes. Ne devriez-vous pas agir différemment pour prévenir le risque d'infection ou la propagation de l'infection dans la maison de repos ? Comment pensez-vous qu'il en soit ainsi ? Lorsqu'il y a une personne infectée, le personnel doit-il être testé ? Ne devriez-vous pas agir plus rapidement ? Pourquoi attendre que la personne présente des symptômes ? Deux réponses : premièrement, il incombe toujours au lieu de travail et à l'employeur d'élaborer un plan qui fonctionne au niveau local et qui soit ancré, afin que les employés se sentent en sécurité. Deuxièmement, vous ne devriez pas ou ne pouvez pas tester des personnes qui ne présentent pas de symptômes, les tests ne sont pas conçus pour cela. Merci d'être venus, vous pouvez vous détendre maintenant lorsque vous vous présentez et posez des questions Vous pourrez poser des questions plus tard, et les entretiens individuels ne posent pas de problème. Je vous rappelle que nous essayons de ne pas nous entasser et de ne pas être proches les uns des autres. Vous vous êtes inscrit sur une liste. L'Office national de la santé et du bien-être mène les entretiens ici et les autres à l'extérieur. Je passe la parole à Anders Wallensten.","2020-03-30"
202003301,"202003301_177","On s'est interrogé sur l'équipement à utiliser. Mais si vous vous adressez au 1177, on vous dit qu'il faut attendre d'avoir des symptômes. Ne devriez-vous pas agir différemment pour prévenir le risque d'infection ou la propagation de l'infection dans la maison de repos ? Comment pensez-vous qu'il en soit ainsi ? Lorsqu'il y a une personne infectée, le personnel doit-il être testé ? Ne devriez-vous pas agir plus rapidement ? Pourquoi attendre que la personne présente des symptômes ? Deux réponses : premièrement, il incombe toujours au lieu de travail et à l'employeur d'élaborer un plan qui fonctionne au niveau local et qui soit ancré, afin que les employés se sentent en sécurité. Deuxièmement, vous ne devriez pas ou ne pouvez pas tester des personnes qui ne présentent pas de symptômes, les tests ne sont pas conçus pour cela. Merci d'être venus, vous pouvez vous détendre maintenant lorsque vous vous présentez et posez des questions Vous pourrez poser des questions plus tard, et les entretiens individuels ne posent pas de problème. Je vous rappelle que nous essayons de ne pas nous entasser et de ne pas être proches les uns des autres. Vous vous êtes inscrit sur une liste. L'Office national de la santé et du bien-être mène les entretiens ici et les autres à l'extérieur. Je passe la parole à Anders Wallensten. Merci, nous allons commencer par examiner les cas au niveau mondial. Plus de 700 000 cas ont été signalés dans le monde, dont 34 000 sont décédés.","2020-03-30"
202004011,"202004011_54","Certains cas s'étalent sur une semaine entière. Il y a un groupe de piles qui sortent du lot. La cinquantaine de nouveaux cas recensés aujourd'hui s'étalent sur la semaine écoulée. Stockholm a examiné de plus près la situation et vérifie si toutes les personnes diagnostiquées sont décédées dans le registre des décès. Cela signifie que nous aurons à l'avenir un nombre de décès apparemment plus élevé qu'auparavant. Les personnes décédées sont principalement des personnes très âgées, comme c'est le cas dans d'autres pays. Le fait qu'il y ait ensuite des cas occasionnels dans d'autres groupes d'âge est normal lorsqu'il s'agit d'une maladie commune à tous les groupes d'âge. Il est important aujourd'hui de ne pas sortir de la courbe jaune, mais de continuer à rester sur la courbe bleue, afin que notre système de soins de santé ait la possibilité de soutenir cette évolution à l'avenir. N'oubliez pas de rester à la maison au moindre symptôme, et n'oubliez pas que nous devons protéger nos personnes âgées encore plus qu'aujourd'hui. Johan - Je vous remercie. Je voulais répéter ce que j'ai dit lors de la conférence de presse qui s'est tenue il y a une heure au siège du gouvernement, à savoir que nous avons décidé aujourd'hui de règlements et de conseils généraux concernant les mesures. Cela fait partie d'un ensemble plus large de règlements que vous avez vus. Le gouvernement a décidé d'abaisser le seuil d'organisation des rassemblements publics de 500 à 50 personnes. Des décisions ont été prises concernant les ordonnances restrictives dans les maisons de repos et les établissements de soins, à quelques exceptions près bien sûr, qui seront traitées au niveau local. Nous avons déjà été très clairs sur le fait que toutes les personnes qui présentent les moindres symptômes du COVID-19 doivent rester chez elles et éviter les contacts sociaux. Ces conseils et ces règlements visent à combler les lacunes des règlements. Nous avons déjà communiqué une grande partie de ces informations, par exemple sur notre site web, lors de conférences de presse, etc.","2020-04-01"
